"category","hist_proj","year","use_cat","fund_type","amount"
"Dental_Services","Historical",1961,"Y","medicaid",0
"Dental_Services","Historical",1962,"Y","medicaid",0
"Dental_Services","Historical",1963,"Y","medicaid",0
"Dental_Services","Historical",1964,"Y","medicaid",0
"Dental_Services","Historical",1965,"Y","medicaid",0
"Dental_Services","Historical",1966,"Y","medicaid",43
"Dental_Services","Historical",1967,"Y","medicaid",138
"Dental_Services","Historical",1968,"Y","medicaid",201
"Dental_Services","Historical",1969,"Y","medicaid",168
"Dental_Services","Historical",1970,"Y","medicaid",162
"Dental_Services","Historical",1971,"Y","medicaid",179
"Dental_Services","Historical",1972,"Y","medicaid",183
"Dental_Services","Historical",1973,"Y","medicaid",228
"Dental_Services","Historical",1974,"Y","medicaid",295
"Dental_Services","Historical",1975,"Y","medicaid",364
"Dental_Services","Historical",1976,"Y","medicaid",390
"Dental_Services","Historical",1977,"Y","medicaid",424
"Dental_Services","Historical",1978,"Y","medicaid",392
"Dental_Services","Historical",1979,"Y","medicaid",440
"Dental_Services","Historical",1980,"Y","medicaid",503
"Dental_Services","Historical",1981,"Y","medicaid",581
"Dental_Services","Historical",1982,"Y","medicaid",485
"Dental_Services","Historical",1983,"Y","medicaid",501
"Dental_Services","Historical",1984,"Y","medicaid",456
"Dental_Services","Historical",1985,"Y","medicaid",510
"Dental_Services","Historical",1986,"Y","medicaid",554
"Dental_Services","Historical",1987,"Y","medicaid",591
"Dental_Services","Historical",1988,"Y","medicaid",617
"Dental_Services","Historical",1989,"Y","medicaid",638
"Dental_Services","Historical",1990,"Y","medicaid",756
"Dental_Services","Historical",1991,"Y","medicaid",945
"Dental_Services","Historical",1992,"Y","medicaid",1196
"Dental_Services","Historical",1993,"Y","medicaid",1675
"Dental_Services","Historical",1994,"Y","medicaid",1741
"Dental_Services","Historical",1995,"Y","medicaid",1807
"Dental_Services","Historical",1996,"Y","medicaid",1872
"Dental_Services","Historical",1997,"Y","medicaid",1974
"Dental_Services","Historical",1998,"Y","medicaid",2129
"Dental_Services","Historical",1999,"Y","medicaid",2180
"Dental_Services","Historical",2000,"Y","medicaid",2400
"Dental_Services","Historical",2001,"Y","medicaid",3090
"Dental_Services","Historical",2002,"Y","medicaid",3709
"Dental_Services","Historical",2003,"Y","medicaid",4035
"Dental_Services","Historical",2004,"Y","medicaid",4264
"Dental_Services","Historical",2005,"Y","medicaid",4572
"Dental_Services","Historical",2006,"Y","medicaid",4781
"Dental_Services","Historical",2007,"Y","medicaid",5211
"Dental_Services","Historical",2008,"Y","medicaid",6227
"Dental_Services","Historical",2009,"Y","medicaid",7638
"Dental_Services","Historical",2010,"Y","medicaid",8401
"Dental_Services","Historical",2011,"Y","medicaid",8459
"Dental_Services","Historical",2012,"Y","medicaid",8581
"Dental_Services","Historical",2013,"Y","medicaid",8817
"Dental_Services","Historical",2014,"Y","medicaid",9915
"Dental_Services","Historical",2015,"Y","medicaid",11492
"Dental_Services","Historical",2016,"Y","medicaid",12122
"Dental_Services","Projected",2017,"Y","medicaid",12775
"Dental_Services","Projected",2018,"Y","medicaid",13760
"Dental_Services","Projected",2019,"Y","medicaid",14702
"Dental_Services","Projected",2020,"Y","medicaid",15675
"Dental_Services","Projected",2021,"Y","medicaid",16751
"Dental_Services","Projected",2022,"Y","medicaid",17893
"Dental_Services","Projected",2023,"Y","medicaid",19093
"Dental_Services","Projected",2024,"Y","medicaid",20358
"Dental_Services","Projected",2025,"Y","medicaid",21698
"Dental_Services","Projected",2026,"Y","medicaid",23090
"Other_Professional_Services","Historical",1960,"Y","medicaid",0
"Other_Professional_Services","Historical",1961,"Y","medicaid",0
"Other_Professional_Services","Historical",1962,"Y","medicaid",0
"Other_Professional_Services","Historical",1963,"Y","medicaid",0
"Other_Professional_Services","Historical",1964,"Y","medicaid",0
"Other_Professional_Services","Historical",1965,"Y","medicaid",0
"Other_Professional_Services","Historical",1966,"Y","medicaid",11
"Other_Professional_Services","Historical",1967,"Y","medicaid",28
"Other_Professional_Services","Historical",1968,"Y","medicaid",31
"Other_Professional_Services","Historical",1969,"Y","medicaid",29
"Other_Professional_Services","Historical",1970,"Y","medicaid",40
"Other_Professional_Services","Historical",1971,"Y","medicaid",56
"Other_Professional_Services","Historical",1972,"Y","medicaid",69
"Other_Professional_Services","Historical",1973,"Y","medicaid",90
"Other_Professional_Services","Historical",1974,"Y","medicaid",108
"Other_Professional_Services","Historical",1975,"Y","medicaid",136
"Other_Professional_Services","Historical",1976,"Y","medicaid",150
"Other_Professional_Services","Historical",1977,"Y","medicaid",158
"Other_Professional_Services","Historical",1978,"Y","medicaid",144
"Other_Professional_Services","Historical",1979,"Y","medicaid",169
"Other_Professional_Services","Historical",1980,"Y","medicaid",181
"Other_Professional_Services","Historical",1981,"Y","medicaid",225
"Other_Professional_Services","Historical",1982,"Y","medicaid",214
"Other_Professional_Services","Historical",1983,"Y","medicaid",228
"Other_Professional_Services","Historical",1984,"Y","medicaid",238
"Other_Professional_Services","Historical",1985,"Y","medicaid",256
"Other_Professional_Services","Historical",1986,"Y","medicaid",298
"Other_Professional_Services","Historical",1987,"Y","medicaid",342
"Other_Professional_Services","Historical",1988,"Y","medicaid",362
"Other_Professional_Services","Historical",1989,"Y","medicaid",366
"Other_Professional_Services","Historical",1990,"Y","medicaid",445
"Other_Professional_Services","Historical",1991,"Y","medicaid",549
"Other_Professional_Services","Historical",1992,"Y","medicaid",594
"Other_Professional_Services","Historical",1993,"Y","medicaid",834
"Other_Professional_Services","Historical",1994,"Y","medicaid",859
"Other_Professional_Services","Historical",1995,"Y","medicaid",1016
"Other_Professional_Services","Historical",1996,"Y","medicaid",1207
"Other_Professional_Services","Historical",1997,"Y","medicaid",1311
"Other_Professional_Services","Historical",1998,"Y","medicaid",1324
"Other_Professional_Services","Historical",1999,"Y","medicaid",1438
"Other_Professional_Services","Historical",2000,"Y","medicaid",1585
"Other_Professional_Services","Historical",2001,"Y","medicaid",1829
"Other_Professional_Services","Historical",2002,"Y","medicaid",2268
"Other_Professional_Services","Historical",2003,"Y","medicaid",2442
"Other_Professional_Services","Historical",2004,"Y","medicaid",2935
"Other_Professional_Services","Historical",2005,"Y","medicaid",3229
"Other_Professional_Services","Historical",2006,"Y","medicaid",3295
"Other_Professional_Services","Historical",2007,"Y","medicaid",3524
"Other_Professional_Services","Historical",2008,"Y","medicaid",3951
"Other_Professional_Services","Historical",2009,"Y","medicaid",4874
"Other_Professional_Services","Historical",2010,"Y","medicaid",5160
"Other_Professional_Services","Historical",2011,"Y","medicaid",4994
"Other_Professional_Services","Historical",2012,"Y","medicaid",4989
"Other_Professional_Services","Historical",2013,"Y","medicaid",5359
"Other_Professional_Services","Historical",2014,"Y","medicaid",6250
"Other_Professional_Services","Historical",2015,"Y","medicaid",6971
"Other_Professional_Services","Historical",2016,"Y","medicaid",7263
"Other_Professional_Services","Projected",2017,"Y","medicaid",7626
"Other_Professional_Services","Projected",2018,"Y","medicaid",8132
"Other_Professional_Services","Projected",2019,"Y","medicaid",8578
"Other_Professional_Services","Projected",2020,"Y","medicaid",9097
"Other_Professional_Services","Projected",2021,"Y","medicaid",9643
"Other_Professional_Services","Projected",2022,"Y","medicaid",10207
"Other_Professional_Services","Projected",2023,"Y","medicaid",10789
"Other_Professional_Services","Projected",2024,"Y","medicaid",11398
"Other_Professional_Services","Projected",2025,"Y","medicaid",12042
"Other_Professional_Services","Projected",2026,"Y","medicaid",12703
"Home_Health_Care","Historical",1960,"Y","medicaid",0
"Home_Health_Care","Historical",1961,"Y","medicaid",0
"Home_Health_Care","Historical",1962,"Y","medicaid",0
"Home_Health_Care","Historical",1963,"Y","medicaid",0
"Home_Health_Care","Historical",1964,"Y","medicaid",0
"Home_Health_Care","Historical",1965,"Y","medicaid",0
"Home_Health_Care","Historical",1966,"Y","medicaid",2
"Home_Health_Care","Historical",1967,"Y","medicaid",3
"Home_Health_Care","Historical",1968,"Y","medicaid",5
"Home_Health_Care","Historical",1969,"Y","medicaid",9
"Home_Health_Care","Historical",1970,"Y","medicaid",15
"Home_Health_Care","Historical",1971,"Y","medicaid",20
"Home_Health_Care","Historical",1972,"Y","medicaid",22
"Home_Health_Care","Historical",1973,"Y","medicaid",22
"Home_Health_Care","Historical",1974,"Y","medicaid",38
"Home_Health_Care","Historical",1975,"Y","medicaid",86
"Home_Health_Care","Historical",1976,"Y","medicaid",134
"Home_Health_Care","Historical",1977,"Y","medicaid",162
"Home_Health_Care","Historical",1978,"Y","medicaid",191
"Home_Health_Care","Historical",1979,"Y","medicaid",240
"Home_Health_Care","Historical",1980,"Y","medicaid",277
"Home_Health_Care","Historical",1981,"Y","medicaid",412
"Home_Health_Care","Historical",1982,"Y","medicaid",488
"Home_Health_Care","Historical",1983,"Y","medicaid",615
"Home_Health_Care","Historical",1984,"Y","medicaid",774
"Home_Health_Care","Historical",1985,"Y","medicaid",886
"Home_Health_Care","Historical",1986,"Y","medicaid",1019
"Home_Health_Care","Historical",1987,"Y","medicaid",1213
"Home_Health_Care","Historical",1988,"Y","medicaid",1358
"Home_Health_Care","Historical",1989,"Y","medicaid",1754
"Home_Health_Care","Historical",1990,"Y","medicaid",2144
"Home_Health_Care","Historical",1991,"Y","medicaid",2495
"Home_Health_Care","Historical",1992,"Y","medicaid",2939
"Home_Health_Care","Historical",1993,"Y","medicaid",3456
"Home_Health_Care","Historical",1994,"Y","medicaid",3841
"Home_Health_Care","Historical",1995,"Y","medicaid",4313
"Home_Health_Care","Historical",1996,"Y","medicaid",4676
"Home_Health_Care","Historical",1997,"Y","medicaid",5169
"Home_Health_Care","Historical",1998,"Y","medicaid",5558
"Home_Health_Care","Historical",1999,"Y","medicaid",5913
"Home_Health_Care","Historical",2000,"Y","medicaid",6756
"Home_Health_Care","Historical",2001,"Y","medicaid",8281
"Home_Health_Care","Historical",2002,"Y","medicaid",9702
"Home_Health_Care","Historical",2003,"Y","medicaid",11404
"Home_Health_Care","Historical",2004,"Y","medicaid",13471
"Home_Health_Care","Historical",2005,"Y","medicaid",14907
"Home_Health_Care","Historical",2006,"Y","medicaid",16905
"Home_Health_Care","Historical",2007,"Y","medicaid",19590
"Home_Health_Care","Historical",2008,"Y","medicaid",21646
"Home_Health_Care","Historical",2009,"Y","medicaid",23979
"Home_Health_Care","Historical",2010,"Y","medicaid",25936
"Home_Health_Care","Historical",2011,"Y","medicaid",27079
"Home_Health_Care","Historical",2012,"Y","medicaid",27735
"Home_Health_Care","Historical",2013,"Y","medicaid",28661
"Home_Health_Care","Historical",2014,"Y","medicaid",30164
"Home_Health_Care","Historical",2015,"Y","medicaid",32486
"Home_Health_Care","Historical",2016,"Y","medicaid",33981
"Home_Health_Care","Projected",2017,"Y","medicaid",35709
"Home_Health_Care","Projected",2018,"Y","medicaid",38267
"Home_Health_Care","Projected",2019,"Y","medicaid",40702
"Home_Health_Care","Projected",2020,"Y","medicaid",43289
"Home_Health_Care","Projected",2021,"Y","medicaid",46145
"Home_Health_Care","Projected",2022,"Y","medicaid",49153
"Home_Health_Care","Projected",2023,"Y","medicaid",52307
"Home_Health_Care","Projected",2024,"Y","medicaid",55630
"Home_Health_Care","Projected",2025,"Y","medicaid",59159
"Home_Health_Care","Projected",2026,"Y","medicaid",62821
"NonDurable_Medical_Products","Historical",1960,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1961,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1962,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1963,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1964,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1965,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1966,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1967,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1968,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1969,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1970,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1971,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1972,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1973,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1974,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1975,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1976,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1977,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1978,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1979,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1980,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1981,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1982,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1983,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1984,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1985,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1986,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1987,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1988,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1989,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1990,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1991,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1992,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1993,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1994,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1995,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1996,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1997,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1998,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",1999,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",2000,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",2001,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",2002,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",2003,"Y","medicaid",0
"NonDurable_Medical_Products","Historical",2004,"Y","medicaid",0
